chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,label
0.2631695568561554,0.3724322319030761,0.4444112479686737,0.244017869234085,0.2009282857179641,0.1892326325178146,0.4308984577655792,0.2186605185270309,0.241349995136261,0.4984983205795288,0.2631491124629974,0.2944658696651459,cla
0.1877886652946472,0.3371076285839081,0.4792324602603912,0.1817410290241241,0.1745322942733764,0.1684717088937759,0.3202020525932312,0.3469676077365875,0.2825411260128021,0.4256649315357208,0.2685357630252838,0.3634406924247741,voi
0.3363964557647705,0.390055239200592,0.2595172822475433,0.1878159195184707,0.2774368226528168,0.1822904795408249,0.2476323097944259,0.2693047821521759,0.1750714629888534,0.2639223635196686,0.2163155674934387,0.4138196408748626,pia
0.2674770653247833,0.3109202682971954,0.350070595741272,0.1726318299770355,0.1929253488779068,0.18201245367527,0.2846010327339172,0.2319797873497009,0.2319695800542831,0.2469573467969894,0.248602032661438,0.559419572353363,cla
0.2545285522937774,0.3933670222759247,0.3633881211280823,0.234743058681488,0.2811438739299774,0.1868041008710861,0.2360091358423233,0.1592632830142974,0.2574057877063751,0.3731111586093902,0.2534736096858978,0.3981381356716156,org
0.2188190519809723,0.3633034229278564,0.4099977016448974,0.2414664328098297,0.2816179394721985,0.1707899272441864,0.3481466174125671,0.3550592958927154,0.2699454724788666,0.4562537372112274,0.2241250574588775,0.2333351224660873,gac
0.2062917053699493,0.327450543642044,0.4548819959163666,0.1951033473014831,0.1931679099798202,0.1576739251613617,0.2796603143215179,0.3354749977588653,0.2633130848407745,0.3965760767459869,0.2623184323310852,0.4103036224842071,gel
0.2264988720417022,0.2871022224426269,0.3313544690608978,0.2346858829259872,0.2784516215324402,0.1919297575950622,0.3377822935581207,0.2965501844882965,0.2218129485845565,0.3686296045780182,0.1920902132987976,0.288636565208435,cla
0.2071463465690612,0.3781704008579254,0.3953168094158172,0.2213963121175766,0.2546051740646362,0.2651394009590149,0.4477869868278503,0.2055972814559936,0.3376211524009704,0.5726376175880432,0.2907831966876983,0.2959887981414795,cel
0.3260345757007599,0.2385886460542678,0.2725579142570495,0.2712306380271911,0.3639192283153534,0.2265965044498443,0.2607772350311279,0.245891660451889,0.2293156236410141,0.3958361446857452,0.2406832873821258,0.4051355719566345,cel
0.1698076725006103,0.3583522140979767,0.3688276708126068,0.215640127658844,0.2621039450168609,0.166330024600029,0.2378144413232803,0.188606709241867,0.3391842544078827,0.4952614307403564,0.2026910036802292,0.2532451152801513,tru
0.3361274898052215,0.407281756401062,0.2232554852962494,0.1730593293905258,0.2217803299427032,0.1454115509986877,0.2344846427440643,0.226806640625,0.2054541707038879,0.306120216846466,0.2245048731565475,0.398076057434082,gel
0.2601439654827118,0.3354682624340057,0.3657036423683166,0.2030149400234222,0.2573511302471161,0.2380980551242828,0.3765252530574798,0.2987574636936188,0.2245226353406906,0.233367919921875,0.2667732834815979,0.5246907472610474,gel
0.2618589699268341,0.369352787733078,0.3732455670833587,0.2300334125757217,0.2819084525108337,0.1719828099012375,0.2164477556943893,0.174745887517929,0.3020021319389343,0.4248242378234863,0.2531459927558899,0.4049169421195984,org
0.2265941649675369,0.3552621304988861,0.3682661652565002,0.2323173433542251,0.2660333514213562,0.1734928637742996,0.342469573020935,0.3568441271781921,0.2813082337379455,0.4600465595722198,0.2237894237041473,0.2435983568429947,gac
0.2840242683887481,0.6450939774513245,0.5850393176078796,0.2879471480846405,0.2409189790487289,0.1436732560396194,0.296878844499588,0.0848017558455467,0.0820220410823822,0.1817940920591354,0.1642873734235763,0.3484901785850525,voi
0.2745792865753174,0.5657448172569275,0.4901048839092254,0.2431590557098388,0.2879758775234222,0.1354592740535736,0.2788849472999573,0.0826321318745613,0.1015036478638649,0.2070523202419281,0.1786162257194519,0.4299363493919372,sax
0.3554033637046814,0.5648481845855713,0.4817364513874054,0.3718824386596679,0.3372890949249267,0.2210130244493484,0.301347017288208,0.1833788007497787,0.2315738797187805,0.2971490323543548,0.3098002970218658,0.4482330083847046,vio
0.2643718421459198,0.4479987025260925,0.5900931358337402,0.3855615854263305,0.3524966239929199,0.2733675837516784,0.5633013248443604,0.4106501936912536,0.3043205738067627,0.4346572458744049,0.2400905936956405,0.2249863147735595,org
0.2631641626358032,0.3693085014820099,0.5410476326942444,0.4054015874862671,0.4196240603923797,0.3643196523189544,0.6000338196754456,0.3805301785469055,0.4029316008090973,0.5738739967346191,0.3865461349487304,0.3445670008659363,cel
0.2577902376651764,0.3395725190639496,0.5055606961250305,0.3970234096050262,0.4470183253288269,0.3767299950122833,0.5643779635429382,0.3312627077102661,0.3931169509887695,0.5906873941421509,0.3706178367137909,0.3466218411922455,cel
0.2923924028873443,0.3760423958301544,0.2483855187892913,0.2910041213035583,0.2481230348348617,0.2484875321388244,0.491732507944107,0.2958877086639404,0.312760055065155,0.3963722884654999,0.5175918340682983,0.5887975096702576,gac
0.2064148783683776,0.2530622184276581,0.2082756012678146,0.3394612669944763,0.1845915168523788,0.2270669639110565,0.4313395619392395,0.2800060510635376,0.4095435738563537,0.3197971880435943,0.4860978126525879,0.3853967785835266,gel
0.2196278870105743,0.3049091696739197,0.3085332810878753,0.4643886685371399,0.2072837501764297,0.2121937125921249,0.4145947694778442,0.2298782914876938,0.2560789287090301,0.2185830771923065,0.3372332751750946,0.3384115993976593,gac
0.3566446304321289,0.5106801986694336,0.4151558578014374,0.2939805090427398,0.3333697021007538,0.234697476029396,0.3210478127002716,0.2126583009958267,0.2464413493871688,0.3095425963401794,0.2813212275505066,0.404311865568161,sax
0.2316718995571136,0.2405017465353012,0.2457081824541092,0.2126431763172149,0.3025757968425751,0.3150189816951751,0.6255733966827393,0.3365073204040527,0.2164791822433471,0.292410671710968,0.2633224129676819,0.4299032390117645,org
0.3361988961696625,0.340384840965271,0.3711445033550262,0.2698499858379364,0.310370534658432,0.245560273528099,0.442878395318985,0.2697436213493347,0.1837427318096161,0.3168622553348541,0.3022006750106811,0.574999213218689,cla
0.3247890770435333,0.352961003780365,0.3177550137042999,0.2083801478147506,0.320057064294815,0.2084070742130279,0.454361230134964,0.2713629007339477,0.1416051834821701,0.2864446341991424,0.2695813775062561,0.6182836294174194,tru
0.3638931810855865,0.5718879103660583,0.4660935401916504,0.3609634637832641,0.3679518699645996,0.2561827898025512,0.3404524326324463,0.2142420411109924,0.2509171664714813,0.2998305261135101,0.2707386612892151,0.3809675872325897,vio
0.3700532019138336,0.3742580115795135,0.3231437802314758,0.5946149826049805,0.3158075511455536,0.2715248167514801,0.4188996851444244,0.2678597271442413,0.2950839400291443,0.3560953736305237,0.6410765051841736,0.6005651950836182,cla
0.2435592114925384,0.4250301718711853,0.572923481464386,0.4401767253875732,0.4080327749252319,0.2898458838462829,0.5710641145706177,0.3933779597282409,0.2966497242450714,0.3803999423980713,0.2218539118766784,0.2528629601001739,sax
0.2344471961259842,0.3611047565937042,0.53148353099823,0.3840204179286957,0.3960541486740112,0.3594759702682495,0.6028949022293091,0.3581249713897705,0.3601795136928558,0.5080440044403076,0.3538033962249756,0.322946161031723,org
0.2826049327850342,0.4207711517810821,0.4922697246074676,0.3630093932151794,0.3702026903629303,0.3307033479213714,0.542870044708252,0.3296615481376648,0.4232297837734222,0.5714873671531677,0.3673221468925476,0.3482431769371032,voi
0.1526190340518951,0.2575404644012451,0.2618210315704345,0.4253093004226684,0.2146263420581817,0.2949759662151336,0.1786455512046814,0.0826034247875213,0.0803552940487861,0.0955126881599426,0.2779681086540222,0.1066005304455757,sax
0.366879254579544,0.3090074062347412,0.2090331465005874,0.3091261386871338,0.2469469010829925,0.3996985852718353,0.350322961807251,0.2804080545902252,0.3634904026985168,0.315665066242218,0.3848686516284942,0.2631577551364898,cel
0.4093484878540039,0.4561724066734314,0.3173837065696716,0.3082717061042785,0.2822263240814209,0.3847202956676483,0.2933810353279114,0.2573433816432953,0.2566231191158294,0.2761205434799194,0.4494227468967438,0.3305989503860473,pia
0.269025057554245,0.3646064400672912,0.2916513979434967,0.453389823436737,0.3003042638301849,0.3321910202503204,0.2797393500804901,0.2057044357061386,0.3417811095714569,0.2471088171005249,0.3014954924583435,0.1650288105010986,org
0.2964415252208709,0.1489308327436447,0.1641144305467605,0.2280952632427215,0.2329089343547821,0.5074269771575928,0.1961057335138321,0.2300488948822021,0.3197239637374878,0.2624276280403137,0.4085789024829864,0.2202355712652206,flu
0.2006352692842483,0.2285728305578231,0.2399734258651733,0.4431682229042053,0.2213764637708664,0.3884560763835907,0.2563028335571289,0.1676085591316223,0.256922036409378,0.1933219879865646,0.351118803024292,0.1743348836898803,tru
0.3438361585140228,0.3603960871696472,0.2999099195003509,0.3763277530670166,0.3349865972995758,0.3827740252017975,0.2986633479595184,0.2415167093276977,0.3658020496368408,0.3146283030509949,0.3636871576309204,0.2631202936172485,tru
0.3336260020732879,0.3014669120311737,0.1901209205389022,0.2626131176948547,0.1989192366600036,0.3995598554611206,0.3350816965103149,0.2038371711969375,0.1947282701730728,0.1950267255306244,0.3605939447879791,0.2082809507846832,vio
0.2619203925132751,0.3324161767959595,0.2884284257888794,0.4248187243938446,0.3496895134449005,0.4225091636180877,0.4245719313621521,0.2914946973323822,0.3601861298084259,0.3069939017295837,0.3027322888374328,0.1974109858274459,cla
0.5279736518859863,0.3785781264305115,0.3812417984008789,0.4817168116569519,0.6084187030792236,0.601344108581543,0.4517193734645843,0.3977130055427551,0.4005045294761657,0.4273684918880462,0.5261958837509155,0.5786148905754089,voi
0.4259645640850067,0.3319931030273437,0.3980130851268768,0.4080672860145569,0.4058057963848114,0.4346264004707336,0.3793074190616607,0.4069328010082245,0.3724005222320556,0.3334887623786926,0.3590551316738128,0.3832488059997558,tru
0.6340400576591492,0.4487120807170868,0.3878199458122253,0.3686695098876953,0.3858696520328522,0.292044460773468,0.2499096393585205,0.3102520704269409,0.3413251042366028,0.3983544707298279,0.4336065351963043,0.5388772487640381,org
0.4604311883449554,0.3843988478183746,0.4123324751853943,0.4023593962192535,0.4978457689285278,0.4352467954158783,0.3021280169486999,0.3419204950332641,0.3941945731639862,0.5519673228263855,0.4548472464084625,0.4534030556678772,voi
0.4514027535915375,0.489719808101654,0.635447084903717,0.5320701599121094,0.4510094225406647,0.3871510326862335,0.3669044077396393,0.3024544417858124,0.3342784345149994,0.377179890871048,0.385230153799057,0.4819362759590149,sax
0.4765176177024841,0.3665777444839477,0.3586494028568268,0.4163275063037872,0.6348643898963928,0.4866293668746948,0.4027591645717621,0.5341110825538635,0.5622724294662476,0.6017533540725708,0.4704712033271789,0.4472866952419281,cla
0.5326622128486633,0.3281309306621551,0.3564801514148712,0.3296284079551697,0.3068311810493469,0.2954965233802795,0.2934258878231048,0.2916604876518249,0.2653554379940033,0.5103262662887573,0.4704787135124206,0.501672625541687,cla
0.3779012858867645,0.4694806039333343,0.6472471356391907,0.4919385612010956,0.4147494733333587,0.3438446223735809,0.3551565706729889,0.3407418131828308,0.4265585541725158,0.4645339250564575,0.3843266069889068,0.407899796962738,flu
0.584923267364502,0.5276505947113037,0.5150837898254395,0.470128446817398,0.5409843325614929,0.3695542514324188,0.280721515417099,0.3571543097496032,0.3984815776348114,0.5481270551681519,0.5177562236785889,0.62611323595047,tru
0.735840916633606,0.6402015686035156,0.4462378323078155,0.4812468588352203,0.5013514161109924,0.2659861743450165,0.1167963743209838,0.1176339089870452,0.1542197614908218,0.1988058388233184,0.2066122442483902,0.4525953531265259,gac
0.7635005116462708,0.695578396320343,0.452431857585907,0.4614802002906799,0.4395507276058197,0.2351964712142944,0.1091771647334098,0.1112603396177291,0.1191838085651397,0.12337227165699,0.1525415927171707,0.3731215894222259,vio
0.58008873462677,0.4576867520809173,0.4188345670700073,0.3616515696048736,0.4244489669799804,0.2642574310302734,0.2220253497362136,0.3192920088768005,0.2623618841171264,0.3230933845043182,0.2169328033924102,0.346895307302475,org
0.4365947246551513,0.3996385335922241,0.4190463423728943,0.2820390164852142,0.3580188155174255,0.3269021809101105,0.3382330238819122,0.3857715427875519,0.3876491785049438,0.5361135601997375,0.4433321356773376,0.4535331130027771,vio
0.4824806153774261,0.3740496933460235,0.3853484392166137,0.3320249021053314,0.4154586493968963,0.3540098667144775,0.2507936060428619,0.2922736704349518,0.3129179775714874,0.4997166693210602,0.5655212998390198,0.5638201832771301,org
0.5190984606742859,0.5525712966918945,0.5363343954086304,0.4142793416976928,0.4263436496257782,0.2961330413818359,0.1859170347452163,0.239697515964508,0.3168270885944366,0.4800345301628113,0.434157133102417,0.494798481464386,org
0.4847083985805511,0.3787437677383423,0.4757161438465118,0.4793955087661743,0.4537623226642608,0.4154017269611358,0.320709228515625,0.2797196209430694,0.2946964800357818,0.4922409355640411,0.4508121013641357,0.4383983314037323,voi
0.4943494200706482,0.4149315953254699,0.5284638404846191,0.5088626742362976,0.5078660845756531,0.4225418269634247,0.3401188552379608,0.2975064814090729,0.3607935607433319,0.425659567117691,0.3983296155929565,0.479981005191803,flu
0.5710777044296265,0.3805166482925415,0.4033832550048828,0.4634906351566314,0.5650027394294739,0.3874041736125946,0.3154017031192779,0.4213811457157135,0.3804829120635986,0.4393748044967651,0.4154236912727356,0.5704407095909119,sax
